material;k;T_fusion;T_hp;i_hp;j_hp;tipo_A;tipo_B;tipo_C;tipo_D;valor_A;valor_B;valor_C;valor_D
Aluminum alloy 360;150.0;575.0;207.136;44;32;flu;temp;flu;temp;-6520.58;408.108;4008.975;-70.911
Steel - Manganese, 1% Mn;50.0;1460.0;1284.965;43;47;temp;temp;temp;flu;624.136;141.471;1167.594;3030.472
Magnesium alloy AZ31B;100.0;620.0;426.627;4;30;flu;flu;flu;flu;9606.466;-2834.026;-8706.34;-2098.522
Steel - Carbon, 0.5% C;54.0;1460.0;1237.398;5;21;temp;temp;temp;temp;1325.056;287.554;350.275;902.201
Silver;428.0;961.0;161.383;3;15;flu;flu;flu;temp;-206.042;-337.472;-3178.519;612.937
Indium;83.7;157.0;121.846;2;34;temp;flu;flu;temp;-33.215;-1780.213;-2619.07;-27.773
Germanium;66.7;938.0;282.202;35;39;flu;flu;temp;flu;6994.138;9726.122;806.16;-7998.634
Aluminum - Silumin;164.0;577.0;336.346;31;49;temp;temp;temp;temp;-163.996;285.283;376.14;-107.594
Gold;318.0;1064.0;161.178;46;25;flu;flu;temp;temp;2015.589;2664.89;905.592;112.016
Steel - Carbon, 1.5% C;36.0;1480.0;611.496;7;5;flu;temp;temp;flu;3731.084;772.94;1073.927;6466.661
Steel - Carbon, 1.5% C;36.0;1480.0;428.274;26;48;temp;flu;flu;flu;701.574;2064.503;-5534.035;-6595.688
Hafnium;23.3;2233.0;-86.414;18;31;flu;temp;flu;temp;-6387.421;165.764;-2003.561;1024.188
Copper - Red Brass;61.0;920.0;457.607;21;15;flu;flu;flu;flu;2841.376;5443.751;4418.428;8460.212
Copper - Admiralty Brass;111.0;900.0;305.185;34;12;flu;temp;temp;flu;-1138.109;-55.268;886.045;4622.701
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;483.206;28;25;temp;flu;temp;temp;1008.696;457.879;842.627;716.602
Copper;401.0;1085.0;705.227;16;9;flu;temp;temp;temp;-8338.413;766.833;-120.855;183.216
Iridium;148.0;2446.0;-164.634;17;28;flu;flu;flu;temp;8838.585;-5923.163;-3517.217;455.847
Aluminum alloy 3003, rolled;190.0;643.0;544.08;10;29;flu;temp;flu;flu;9610.196;459.016;1753.873;7772.824
Mercury;28.9;-39.0;-159.281;27;13;temp;temp;temp;temp;-123.405;-121.27;-120.284;-159.004
Indium;83.7;157.0;42.034;17;46;flu;flu;temp;temp;-3765.001;-9570.153;-104.775;42.747
Copper - Admiralty Brass;111.0;900.0;722.083;46;40;flu;flu;flu;flu;-3348.817;-1495.445;-9478.538;-3561.268
Osmium;61.0;3033.0;2620.474;17;47;temp;temp;flu;flu;2208.647;824.591;-9657.913;6929.574
Steel - Nickel, 60% Ni;19.0;1450.0;788.035;2;25;temp;temp;temp;temp;513.709;1299.382;301.574;800.004
Magnesium;157.0;650.0;329.67;39;11;flu;temp;flu;flu;9797.057;401.283;-4180.697;396.131
Beryllium copper 25;80.0;870.0;774.021;24;24;temp;temp;flu;flu;414.594;-36.56;2033.707;-4289.317
Steel - Chrome, 5% Cr;40.0;1480.0;677.546;27;22;temp;flu;flu;flu;-64.562;7700.95;-3132.648;-9962.427
Chromium;94.8;1907.0;-184.98;17;27;flu;flu;temp;temp;9469.112;1067.434;865.243;701.775
Steel - Nickel Chrome, 40% Ni, 15% Cr;11.6;1400.0;256.718;44;24;flu;flu;flu;temp;993.874;2275.759;486.715;117.529
Iridium;148.0;2446.0;2386.539;5;37;flu;flu;flu;temp;-5120.653;-8523.943;2332.036;1981.956
Aluminum - Duralumin;164.0;650.0;346.533;35;48;flu;temp;temp;temp;-195.971;419.376;-188.925;111.442
Copper - Red Brass;61.0;920.0;-173.065;30;25;temp;temp;flu;flu;144.578;638.71;-8276.654;7423.327
Aluminum - Silumin;164.0;577.0;4.689;21;48;temp;temp;temp;flu;192.333;474.277;158.986;8552.769
Lithium;79.2;180.0;6.08;29;8;flu;temp;temp;temp;4885.655;80.465;130.142;49.43
Aluminum alloy 3003, rolled;190.0;643.0;33.342;23;23;flu;temp;flu;flu;1692.936;105.795;2452.376;9297.69
Aluminum - Silumin;164.0;577.0;524.555;13;35;temp;flu;flu;temp;-110.341;2764.672;-1729.569;189.29
Steel - Carbon, 1.5% C;36.0;1480.0;1415.843;14;39;temp;temp;temp;temp;595.011;-29.881;148.415;331.426
Zirconium;23.2;1855.0;354.11;15;47;temp;flu;flu;temp;1220.578;3328.647;-5952.402;-186.07
Palladium;75.5;1554.0;656.939;35;39;flu;flu;flu;temp;8982.125;-1008.043;-7514.86;1100.283
Tungsten;182.0;3422.0;1276.327;43;15;flu;temp;temp;temp;-6796.973;762.981;1715.855;2617.708
Steel - Hastelloy B;10.0;1390.0;833.49;4;3;temp;flu;flu;temp;577.721;3917.597;702.44;135.448
Thorium;42.0;1750.0;1309.034;36;27;flu;flu;flu;flu;-6190.997;3868.883;-5277.615;895.532
Copper - Admiralty Brass;111.0;900.0;123.884;43;25;flu;temp;flu;temp;-77.618;802.58;7091.252;-115.635
Chromium;94.8;1907.0;1367.203;6;20;flu;temp;flu;flu;789.2;1528.144;4564.12;-2430.574
Rhodium;151.0;1964.0;1640.439;34;24;flu;temp;flu;flu;6965.927;924.684;2863.595;-8402.908
Lead;35.5;327.0;-79.299;29;13;temp;temp;temp;flu;187.42;31.984;197.029;-5521.917
Aluminum;236.0;660.0;-0.872;23;18;temp;temp;temp;temp;191.278;224.444;523.863;562.173
Rhodium;151.0;1964.0;278.108;23;0;temp;temp;flu;temp;1155.181;808.277;-8457.373;1481.738
Rhodium;151.0;1964.0;588.358;32;21;flu;flu;flu;temp;-4071.814;-5657.494;-2850.538;401.245
Zirconium;23.2;1855.0;22.583;37;8;temp;temp;temp;temp;-67.163;-6.317;178.43;54.097
Silicon;168.0;1414.0;990.261;21;33;temp;temp;temp;flu;368.463;794.432;776.434;3825.934
Gold;318.0;1064.0;-185.571;46;28;flu;temp;flu;flu;-9429.407;321.279;2885.586;1754.108
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;15.445;30;26;temp;flu;temp;temp;397.051;7649.173;26.654;742.981
Magnesium;157.0;650.0;384.546;17;36;temp;flu;flu;flu;237.59;1301.577;-9893.334;-335.726
Silicon;168.0;1414.0;189.989;16;24;flu;flu;temp;temp;-4379.286;-9249.919;989.793;173.539
Sodium;135.0;97.8;-140.119;35;40;flu;temp;flu;temp;-356.233;-91.906;-6029.38;-131.989
Steel - Chrome, 5% Cr;40.0;1480.0;894.236;47;13;flu;temp;temp;flu;7723.151;186.516;748.846;-8656.967
Monel;26.0;1300.0;963.718;10;21;temp;flu;flu;temp;1061.154;3959.533;-3746.544;210.31
Steel - Chrome, 10% Cr;31.0;1480.0;163.144;44;7;temp;flu;flu;flu;702.597;-8826.848;900.52;7774.413
Vanadium;31.3;1910.0;940.156;33;11;temp;flu;flu;temp;-144.228;7909.707;8170.919;1809.735
Steel - Nickel, 10% Ni;26.0;1450.0;1195.22;42;21;temp;flu;flu;flu;884.914;4384.027;-3347.79;5183.896
Zinc;122.0;419.0;24.964;25;3;flu;flu;temp;flu;8028.291;-177.811;221.932;-7134.682
Rhenium;48.6;3180.0;1361.285;39;12;temp;temp;flu;flu;1811.102;2496.589;-5579.031;2019.876
Copper;401.0;1085.0;100.558;34;12;temp;temp;flu;flu;636.71;513.021;4995.643;-158.085
Copper - Bronze (75% Cu, 25% Sn);26.0;950.0;254.412;48;2;flu;temp;flu;temp;-1721.823;163.63;-6025.724;405.276
Silicon;168.0;1414.0;997.295;45;13;temp;flu;flu;temp;-186.166;-9644.096;-7298.25;1038.307
Steel - Nickel Chrome, 40% Ni, 15% Cr;11.6;1400.0;1155.202;10;49;temp;temp;flu;temp;1200.362;74.548;-5968.567;586.893
Cobalt;104.0;1495.0;410.461;41;32;temp;temp;temp;temp;838.476;-80.184;10.993;163.639
Aluminum;236.0;660.0;286.802;47;30;flu;flu;flu;temp;8461.43;5754.095;-6914.184;21.079
Copper - Red Brass;61.0;920.0;230.511;27;11;temp;temp;flu;flu;237.889;322.631;-6279.363;7323.779
Niobium;53.3;2477.0;1355.062;21;38;temp;flu;flu;temp;181.57;1324.048;-1701.245;77.336
Silver;428.0;961.0;805.469;3;35;temp;flu;temp;temp;779.371;-1433.723;884.198;830.234
Rubidium;58.3;39.3;-3.709;40;42;flu;flu;temp;flu;1383.39;472.94;-67.233;-1055.302
Aluminum bronze;70.0;1027.0;421.497;31;43;flu;flu;flu;temp;-1618.037;-1701.973;-1294.63;769.662
Copper - German Silver (Maillechort);24.9;900.0;217.293;10;38;temp;temp;temp;flu;-161.978;-3.428;-4.209;-1179.853
Germanium;66.7;938.0;50.717;35;23;flu;temp;temp;flu;9901.01;892.612;258.618;-4078.087
Palladium;75.5;1554.0;1133.713;49;23;temp;flu;flu;temp;412.352;-3110.175;8795.052;1441.265
Copper - Brass (Yellow Brass);111.0;920.0;655.3;14;2;temp;flu;temp;flu;685.471;-9160.394;164.552;7314.782
Monel;26.0;1300.0;-195.619;42;42;flu;flu;temp;temp;5360.597;-3826.961;-15.95;1244.03
Copper - Brass (Yellow Brass);111.0;920.0;24.457;7;5;temp;flu;temp;flu;-34.19;5100.058;717.381;-1276.683
Palladium;75.5;1554.0;-27.472;8;17;flu;flu;temp;temp;-4276.501;3908.416;-43.889;119.822
Aluminum - Duralumin;164.0;650.0;339.588;47;42;temp;flu;flu;temp;434.886;5286.828;-4434.817;15.787
Magnesium;157.0;650.0;-95.561;22;7;flu;temp;flu;temp;7575.694;574.325;-6346.922;-26.259
